,ans_index,answer,sent_numbers,get_multiqa_score,score_label,status,similarity_to_true,get_mean_all_results
37,43,abstraction helps to avoid time wasting and prevents problems before they happens because we imagine before we take action and see those problems so we prevent those problems.,1,0.7789475917816162,0.0934712365269661,0,0.6089307972488659,0.4937832085191494
38,44,abstraction is a thinking way. it help us to find solutions to specifically or hard physical problems. you can abstract a problem basically in your mind and you can solve this problem on your mind. after that you can solve this problem on real life because you find a way with thinking and you know what to do.,4,0.7355474233627319,0.2054290920495987,0,0.673197564619783,0.5380580266773712
39,45,in some problems we may not have as many as matter to solve the problem.so abstraction helps us to solve our problem without even having the material.with this way now engineering came so far.,1,0.7912302017211914,0.27546724677085876,0,0.7196028154196368,0.5954334213038956
40,46,today s abstraction path is tomorrow s applied path. we can use and calculate the equation by abstraction and then we can use this thing in applied path and engineering like pyramids.,1,0.5993068218231201,0.4204401671886444,1,0.8116823736000371,0.6104764542039339
41,47,"some calculating needs more effort than ordinary human can. so in this reason especially in path people had to assume some steps that they can t do in order to complete the thing that they started. for example, calculating i. also reality has some limit that you can t surplus ,but abstraction can make you feel free when you think about something.",3,0.5033044815063477,0.2097451537847519,0,0.7153298869735103,0.4761265074215366
42,48,"abstraction helps us solve a real world, physical problem by making it an abstract one, one that is solvable intellectual, without any physical work.",1,0.7771729230880737,0.06316109001636505,0,0.8703783409750623,0.5702374513598337
43,49,they could imagine better and cleverly.,1,0.2694704532623291,0.43726199865341187,1,0.6253282781652849,0.44402024336034196
44,50,"the inventions are constructed in the mind of their inventor and we say abstraction it. therefore, if we make a lot of abstraction about the invention or machine , we can have the best engineering devices so engineering developing thanks to abstraction.",2,0.6963814496994019,0.33346760272979736,1,0.8231306289496187,0.6176598937929393
45,51,we describe to hard thing and it will be easy for us,1,0.24561449885368347,0.686440646648407,1,0.5124085151925586,0.48148788689821637
46,52,we can say abstraction is symbol of nothingness.sometimes we can not explain everything with mathematical symbols so abstraction help us about this.abstraction is also generelazition and it is important to engineering.,1,0.6515142321586609,0.4898521304130554,1,0.7148930965804557,0.618753153050724
47,53,abstraction provides us more exact conclusions on our calculations and studies in the branches of science. it helps us deeply and more effective work while we working on problems .,2,0.7743661403656006,0.21107305586338043,0,0.791642785078151,0.5923606604357107
48,54,it helps us solve our problems in our head without actually doing some difficult experiments. and it also helps us understand some theories that are not suitable for modeling in real world such as binary system or transitory that says is on and is off which is related to electric currency.,2,0.39415308833122253,0.2211221307516098,0,0.8323184301439089,0.4825312164089137
49,55,we do not take the data we do not need throw them away so we can focus on data we need clearly,1,0.13521014153957367,0.1661238968372345,0,0.40124247726245404,0.23419217187975408
50,56,today we abstract our ideas and tomorrow we can execute our ideas for real in engineering because if we want the make something happens we need to think what to do. we need to imagine and after that we can do things that we imagined.,2,0.5810976624488831,0.14378617703914642,0,0.495947260271566,0.4069436999198652
51,57,for example we had started thinking better so we did smart works.,1,0.3738396167755127,0.2447245717048645,0,0.46472502326097054,0.36109640391378256
52,58,"with an abstraction,it possible to explain experiments or research that couldn t observe the results the in physical life.it makes our job easier.with using this method, used to understand and predict bring more rational answer to us.progressive and cumulative science improved with that way.",1,0.6636671423912048,0.27264899015426636,0,0.8553659440561114,0.5972273588671942
53,59,existing in thought or an idea but not have a physical form.we could calculate the area of house by thinking abstract.for example thinking the area of house as a square.,1,0.363436222076416,0.3392289876937866,1,0.9120290096699667,0.5382314064800564
54,60,"there is a saying today s abstract path is tomorrow s applied path. as we understand from this quote, abstraction is the step right before the real application. in order to invent new devices, technologies etc. we should take the abstract and apply it by using sciences such as physics and path. calculus is also related. isaac newton did studies on abstract path and couldn t apply all of them into reality, but today, many works of engineering is based on newton s studies.",6,0.6276491284370422,0.17672519385814667,0,0.8851237791082925,0.5631660338011605
55,61,with abstraction humanity can built building more easy and stronger,1,0.6965353488922119,0.4316847622394562,1,0.762107198556849,0.6301091032295058
56,62,we found zero with abstraction and we can describe it with use abstraction . then we solved a lot of problem with use zero. also we can find answer to difficult questions. . we can solve them early.,4,0.49492985010147095,0.09392199665307999,0,0.6588837980919847,0.4159118816155119
57,63,abstraction is very important for us because we need to understand how to solve a problem. especially baths and physics can do it so if we learn them we can be better engineer better.,2,0.7701600790023804,0.23799356818199158,0,0.5511126391820329,0.5197554287888017
58,64,"it help us make problem to things that we can solve. for instance, calculating the size of pyramids. we abstract the problem into the our mind so that we can figure it out how we can do.",3,0.5805447101593018,0.17508988082408905,0,0.6063049147912678,0.45397983525821956
59,65,"it helps us think more relatively, thus we can make complicated problems to simply ones. then we solve the problems easily or we understand nature.",2,0.47003471851348877,0.10203973948955536,0,0.6093773126243078,0.393817256875784
60,66,we are using this predict and abstract some ideas for prove.for example we want to make new invent or work.firstly we abstract that matter and then we apply.,2,0.4652922749519348,0.3139166533946991,1,0.6325245538841081,0.4705778274102473
61,67,"abstraction is an obligation because we know a lot of theories, rules and calculations but all of them are general. but when we have a real problem, we should transform the base problem into a case rule, there or equation and we always use abstraction to do this abstraction is transforming the problem unsociable to solvable. so, if we focus on this basis abstraction can helps us better.",3,0.6174184679985046,0.3720420002937317,1,0.7918360257305237,0.5937654980075867
62,68,"abstraction turns a problem to mathematically form, and we can use calculus.",1,0.6962524652481079,0.30379942059516907,1,0.775185629773891,0.591745838539056
63,69,"we imagine and generalized problems in our mind then we solve it in our minds.then we understand the problem and solution,after that we will be able to find a strict solution or prove function.",1,0.32126790285110474,0.05672074109315872,0,0.7178721080694229,0.3652869173378955
64,70,"there is a saying today s abstract mathematics is future s applied mathematics so every abstract idea can be applied and useful,abstraction is necessary for engineering",1,0.6757177114486694,0.7080675959587097,1,0.7737597476084997,0.7191816850052929
65,71,things in real world can be represented by abstraction. the thing what i am trying to say is color of a car has no meaning for computer unless we teach it with right abstraction technique.,2,0.5056177973747253,0.35838907957077026,1,0.7875452684155515,0.5505173817870157
66,72,"for example in abstraction means removal of details. essentially, you remove unnecessary details to get a clear view. typically, you want to be able to analyze demonstrate prove communicate verify validity a set of properties based on informed design decisions. seeing the design in the code is like trying to perceive the forest while walking among the trees. you see cubs, but not the forest. different purposes need different abstraction.",6,0.7280720472335815,0.665037989616394,1,0.845610459568614,0.7462401654728632
67,73,"abstraction helps to us about thinking. when we use it, we can do anything as mathematically what we cannot feel in realistic world. so, we can think about infinity and use it. we can also use zero in problem solving or calculating.",4,0.6479207873344421,0.13488343358039856,0,0.6184203755715674,0.46707486549546934
68,74,it helps us to do the distinct discipline better . for instance people used it to laid of foundations mathematics and engineering .also before civilization of ancient greek used abstraction and abstract mathematics to give a meaning of numbers and explain the science a bit rationally.abstraction is a kind of bridge for the applied baths and engineering and there is a saying today s abstract path tomorrow s applied path it show us the science is cumulative and progressive.,3,0.6938885450363159,0.17950868606567383,0,0.8713183454134475,0.5815718588384792
69,75,we can not doing every thing with applied science but if we use abstraction we can imagine it easily. for example zero we can not feeling or touching but we can imagine with abstraction and we use in applied engineering. quantitative to quantitative,4,0.5938169360160828,0.07526666671037674,0,0.6131008952127491,0.4273948326464028
70,76,we use path for abstraction nature so we always look at the nature for make a new product..,1,0.5582655072212219,0.06531556695699692,0,0.6670943331767222,0.4302251357849804
71,77,"abstraction helps us to do engineering better. objects are real and creating shapes from objects helps engineering to think better. shaping , thinking , creating multiple universe , more dimensions",3,0.8071466088294983,0.35833749175071716,1,0.7676064595141776,0.6443635200314644
72,79,"i f we didn use abstraction, many things can not understandable for calculations. for example when greeks found i ,abstraction helped to find this number.it also helped for creating mathematical philosophy like quantum mathematics or etc. .",2,0.6731986999511719,0.2177981585264206,0,0.7359051289380092,0.5423006624718673
73,80,it helps us think more relatively that we can make problems completely in easier way. when we do abstraction the problem can be more clearly and we can find a solution to solve it fast.,2,0.7484928369522095,0.0967588946223259,0,0.6040926189690858,0.4831147835145404
74,81,today abstract path is tomorrow applied path. for less effort we used abstraction. we can guess something for example distance between earth and moon. approximation helped us. instant of change and calculus.,5,0.5706168413162231,0.8970003128051758,1,0.7580601635445796,0.7418924392219929
75,82,"abstraction helps engineer to think more openly and it make us generalized the things that we thought. there are things in world that can be represantive by abstraction. it make easier to think and solve the problems, sought to those problems. if we don t teach the computer what it should know we can t make it work. for example we should teach computer that what color or shine is.",5,0.777167558670044,0.6401669979095459,1,0.6785612210071009,0.6986319258622302
76,83,abstraction helps us in many ways in science. not only engineering . also we use abstraction in path and mathematical expressions. we calculate very big numbers distances. science is abstract description mathematics using nature,5,0.769802987575531,0.2332121729850769,0,0.8257134210412936,0.6095761938673006
77,84,abstraction help us about thinking and solving problems. in the other hand abstraction helps us convert abstraction path to applied path. so abstraction makes us strong against problems. it contributed creating new technologies and fields.,5,0.7190882563591003,0.5238072276115417,1,0.7616930691877047,0.6681961843861156
78,85,it helps to imagine problems as models and helps to find logical solutions for real life problems. and also it helps to think theoretical and obtain new formula and relations.,2,0.4976615607738495,0.06718713790178299,0,0.7770477006730827,0.44729879978290504
79,86,abstraction provide us more exact conclusions like abstraction help us to eliminate wrong results and trying to reach perfect result.,1,0.73981112241745,0.08013705909252167,0,0.6379519364022214,0.48596670597073094
80,87,"observing nature and finding some problems are fundamental steps of the science. every day we solve a lot of problems. engineers also must solve this problems. abstraction helps us do engineering better because in daily life we observe the nature, find the problem and abstract the things. when we find problem we should think about how can we solve it. that moment we need to abstract it. predict what kind of problem is and our approach should be correct. today we abstract some problems , tomorrow problems will be applied.",8,0.744308352470398,0.6401330232620239,1,0.7308434572747738,0.7050949443357318
81,89,we can t explain our theories or plans without abstraction.for example we all know the fact that if you throw a ball to air it falls.but we can t explain the mathematical truth of this event.to explain it we use abstraction.in engineering it s similar because if you want to invent something first you have to plan and calculate things for those you must use numbers at least and as we know the numbers are abstraction we use it everywhere in engineering.also the future engineers can look back and inspire from them so they will be able to invent better things.,3,0.7410839796066284,0.04123641178011894,0,0.6478771815010549,0.4767325242959341
82,90,abstraction helps us about fictioning the function in our mind and it is important to engineering because today s abstract thinking tomorrow s reality.,1,0.8277757167816162,0.17817318439483643,0,0.7564679621529642,0.5874722877764723
83,91,it make us abstract issue of real life in your head by path.,1,0.4793378710746765,0.31646937131881714,1,0.7909639988956805,0.5289237470963913
84,92,abstraction help us to predict of the problem. observe the nature and find the with abstraction of the problem. and solution of abstraction we trying to find rational answer for problem. also abstraction made of mathematics.,4,0.6285895109176636,0.17859704792499542,0,0.8573006909795602,0.5548290832740731
85,93,"abstraction is a method which we can think no existing object or content. because of this, we can planting building a stricter without actually build thanks to abstraction.",2,0.6477241516113281,0.13063041865825653,0,0.8091330029091836,0.5291625243929228
86,94,abstraction is an indispensable tool in the engineering process. engineers can improve their ability to relate physically distinct concepts.abstraction concrete events.,2,0.8060711622238159,0.2989654541015625,1,0.9098105037361249,0.6716157066871679
87,95,"abstraction remove the connections to real world and make them genetic so that we can think processes and make operations simply. important theories and rules generally based on abstract path. today s abstract mats is tomorrow applied path. so we are using rules, information and terms which discovered by abstraction years ago, and it helps us for better engineering.",4,0.7034544348716736,0.2476632297039032,0,0.8094572680865392,0.5868583108873721
88,97,because we learned how to better with limes and this make us think about it,1,0.17384842038154602,0.26583945751190186,0,0.5038371664204964,0.31450834810464806
89,99,they practice agriculture and they calculating abstract things,1,0.4505237340927124,0.2143084853887558,0,0.7425842219886408,0.46913881382336964
90,100,helps us to think more efficiently and more relatively. and helps us to solve the problems by different ways and testing methods to solve problems,2,0.4637855887413025,0.24145452678203583,0,0.7244535947668445,0.4765645700967276
91,101,"zero is the most important abstraction. defining something that does not exist, always was one of the biggest question marks in people s mind, even back in ancient greece. however now we know that in binary, in computers life language, zero is one of the most important aspect. things exist and they don t, binary and in it s essence zero let s us define those that do not exist. whenever we code something that has no value, something that has no name is one of the most used defining methods in engineering. zero vol energy, means we don t have any electric. if we have zero amount of a material, that building can t use that material. in essence engineering is having one thing and not having the other one. zero is the name we give to those we do not have.",9,0.4011487364768982,0.2279629111289978,0,0.8091731413107023,0.47942826297219937
92,102,abstraction helps to us like thinking about the zero because zero is nothing but we can think about zero. it is not just that .we should think about path.path is meanness if we can not think about it.like in inter and limit you should think infinity and approaching to infinity.there is a lot examples.. today s abstraction is tomorrow s applied path.,2,0.5567213892936707,0.19617165625095367,0,0.6788495946150584,0.4772475467198943
93,103,"if there is a problem, we can take it into an abstraction form and solve it with using mathematics, formula. it helps us to think about a solution.",2,0.4529155492782593,0.0932469367980957,0,0.7484188217860028,0.4315271026207859
94,104,it is really important because we need to start from thinking. and abstraction help us to see what is our plan and what are we going to do. it give us a logic and ideas. there is a saying which is today abstract path is tomorrow applied path. for example if we are planning to make mobile pp first we need to make abstraction which is define what we are going to use for technology. or it is also same with classes in programming to we are doing abstraction for example we have users so we need to define surnames and surnames and it is the abstraction. it is like blueprinting,8,0.7071371078491211,0.3463241159915924,1,0.7027274080425061,0.5853962106277398
95,105,abstraction is turning real life problems into the ones that we can solve on our minds. that includes turning them into a mathematical ones as well. so abstraction helps us do engineering better because we can actually do calculations if we abstract real life problems into the ones that we can solve.,3,0.834913969039917,0.16962997615337372,0,0.6628923119757201,0.5558120857230037
96,106,we can apply baths in something we can face in daily life. we can abstract a problem in to smaller pieces and its easier the solve.and we can apply baths to this problem.,2,0.34675246477127075,0.445184588432312,1,0.6720558375776817,0.4879976302604215
97,107,it is modeling the structures and that helps to engineer. engineer solved problems and thinks better with abstraction.,2,0.7936065196990967,0.46763846278190613,1,0.8470221341794579,0.7027557055534869
98,108,"abstraction is making together things to get them understand easily. it s like you have something smaller and you put a few of them together and you get a bigger thing. and you use the bigger thing for your next project instead of using small thing again and again. for example you have a function in a program you just call it when you need it you re not tying the commands that inside the that function again and again. so in that way engineering , path , physics became more understandable and easy to use. and they put real life problems into path . that is abstraction",7,0.7495403289794922,0.11933141946792603,0,0.7677242191394881,0.5455319891956355
99,109,today abstract path tomorrow applied path.in the early parts of project if engineer thinks abstract next moves can be easy and engineer can make next steps more easy . abstract thinking is predictions.,2,0.5500576496124268,0.18550479412078857,0,0.7651822929114769,0.5002482455482308
100,110,"we can think things better with abstraction for example on mathematics if we use abstraction we can applied it in programs,roots and etc.",1,0.7035351991653442,0.09383833408355713,0,0.6748160015238726,0.4907298449242579
101,111,it helps us to think and be creative.and helps us find solutions to the problems we can solve by simply testing such as infinite problems,1,0.44686105847358704,0.29097437858581543,1,0.68486195739968,0.4742324648196942
102,112,we can easily understand the problems with abstraction because its help us to imagine the problem in our mind.i t helps us a lot because engineer must solve problems quickly and the best way he she can.,1,0.7995871901512146,0.2738376259803772,0,0.6914394352600739,0.5882880837972219
103,113,i wish to start a sentence today abstract path tomorrow practice path. it means that we need to first bring an idea with abstraction whether or not possible. for example rules verse when he first wrote to ay a yolculuk he seen to other people as crazy or abstract but his dream comes true after decades. the point i m trying to make here is that as engineer we mostly can do things that doesn thanked and in the process of thinking these things abstraction is crucial,4,0.5281014442443848,0.1115214079618454,0,0.761298872717602,0.46697390830794405
104,114,abstraction means solving the real life problems with using our minds. abstraction help us the generilaze our problems and make a solution from our knowledge. with using abstraction we can make our disicinous more easier.,3,0.7233715057373047,0.1502065658569336,0,0.7449335949540073,0.5395038888494152
105,115,abstraction makes us generilze and think out of the box. we can makes theories without any information and prove the hypothesis.,2,0.6670191287994385,0.08708323538303375,0,0.7854478527862777,0.51318340565625
106,116,abstraction helps us solve real life problems with mathematics and calculus. we abstract the information on mechanics and apply the information to real life problems. it helps us approximate the solution better. archimedes used this on approximating i.,4,0.7903871536254883,0.25258421897888184,0,0.7706411252829612,0.6045374992957772
107,117,f you had a problem you should understand that in that helps you to convert it to mathematics mathematical language otherwise you can abstract things procrastinator by infinitely instant changes cumulative information helps f you had three things square triangle and circle f you dont abstract them you can solve and explain infinity problems,1,0.4112106263637543,0.12088719755411148,0,0.6717931001589463,0.4012969746922707
108,118,...,1,-7.166340947151184e-05,0.09190823137760162,0,0.24183507130471768,0.11122387975761594
109,119,we can abstract mathematical things from their physical binding and make them more general so that we can use it for more problems.,1,0.43371862173080444,0.07084213942289352,0,0.6551732892588524,0.38657801680418347
110,120,"since abstraction is a process of conceptualizing things, it simplifies things and gives us a different perspective to provide a clearer approach.it turns a big problem into a smaller problem.",1,0.7486444711685181,0.1729642003774643,0,0.796545072642515,0.5727179147294991
111,121,when we have a problem we can abstract it so that it can become simplifies which makes us understand the problems better and come up with solutions easier,1,0.5101428031921387,0.30832749605178833,1,0.6029595681393035,0.47380995579441015
112,122,if we know the how inside of the job works we can do better at outside of the job too.when we abstract a machine or a job we can learn about how is it doing that thing inside of the machine.,1,0.5753785371780396,0.048789385706186295,0,0.6958723396795675,0.4400134208545978
113,123,"it helps us to see the problem s solutions in different ways.it also helps us to create new ideas and solutions.and sometimes when calculating is limited it helps us to think in different parallels.so since engineering is a job that needs creativity and maybe a bit overthinking,an engineer should learn and know how to abstract something in their mind.",1,0.7001509666442871,0.07622379064559937,0,0.774687064074462,0.5170206071214495
114,124,of course it increased the limits of our brains and our imagination. but the real reason why abstraction helped us is not using any tools when we are doing abstraction. you can approximately calculate the rocks in the konyaalt just in your mind. in this situation thinking about something that needs path or physics is getting easier to get the results. that takes engineering abilities in our mind to different level. by that we never wait for a calculated to do something about engineering. and also it make us think hard things as a quick easy problems.,7,0.7132778167724609,0.06751029193401337,0,0.7979111893492644,0.5262330993519129
115,125,it helps us thinking theoretical . it generalized the idea problem.,2,0.44060611724853516,0.2387671172618866,0,0.620394651124589,0.4332559618783369
116,126,"abstraction provide easier way to do engineering. we can imagine and then write it by codes so that important work emerge. for instance, let us think a shop. this shop needs a programme because they cannot follow the their stocks. an computer engineer for solving this problem imagine and can improve an application.",5,0.8386462926864624,0.40417543053627014,1,0.7759373737012135,0.6729196989746487
117,127,to solve a nature problem with path firstly we can understand it and. we can understand it in real but we can apply this to path because in path there are many answers. so we firstly attraction a problem and then we can applied to path this problem.,4,0.28468286991119385,0.1307969093322754,0,0.6589648499249436,0.3581482097228043
118,128,abstraction helps us engineers with preparing algorithms to our problems. it helps us think about the problem first and how to solve it.,2,0.8614056706428528,0.635016143321991,1,0.6357756343792449,0.7107324827813629
119,129,abstraction is taking the problems in nature and trying to solve them with symbols. mathematics is a perfect way to abstract a problem. in engineering we have to come up with functions to solve problems. these functions are mathematical problems. therefore we always abstract our problems to solve them.,5,0.7354062795639038,0.36278772354125977,1,0.7768199716156721,0.6250046582402785
120,130,by making people think efficiently. for example there is a saying today abstraction path is tomorrow applied path which means the mathematical terms we are thinking about but can really comprehend today for example some kind of parades or some theories that are not prove yet will possibly be taught at high schools in the future. so its a cumulative thing. the abstraction we do today is going to help the engineers in the future.,4,0.7136369943618774,0.2524326741695404,0,0.8389945233781053,0.6016880639698411
121,131,engineers need to prove their it is helping us while we are proving something.,1,0.46924078464508057,0.29747334122657776,1,0.6179983978688781,0.4615708412468455
122,132,"it helps us to find solutions to specifically physical problems. abstraction is making problems easier to solve while using logic, physics, instantaneously values and mathematics and especially calculus. we can use abstraction, then differentiation and integral so that measurement and engineering is easier.",3,0.8178291320800781,0.42699816823005676,1,0.8022740168920544,0.6823671057340631
123,133,abstraction in mathematics helped in a good way to engineering better. also the way we think and the way see today is more beyond the space and time. it helped us to make sense things we can actually see in reality.,3,0.7764304876327515,0.705764651298523,1,0.7381553827217593,0.7401168405510111
124,134,abstraction helps us to understand better axiom. today s abstract path is tomorrow s applied path. we understand better with formula. we need to start thinking and to do that we need to understand what we are supposed to think.,4,0.6815651059150696,0.24481134116649628,0,0.5728884881068823,0.4997549783961494
